name,sex,house,killedBy,image
Yohn Royce,male,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Yoren,male,NA,Amory Lorch,https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Young Benjen Stark,male,Stark,NA,NA
Young Braavosi,male,NA,NA,NA
Young Ned Stark,male,Stark,NA,NA
Young Rodrik Cassel,male,NA,NA,NA
Zanrush,male,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BNTJjYzk1MGMtNjE3Mi00NjE2LTkzMWUtNGRjODVlY2JmMmI5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Adele Smyth-Kennedy,female,NA,NA,NA
Alys Karstark,female,NA,NA,NA
Anara,female,NA,NA,NA
Anya Waynwood,female,NA,NA,NA
Armeca,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZmQyMGVlMDctYWFhMi00YzMyLTlkZDgtOWNmZTY3NmZkYzZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Arya Stark,female,Stark,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MTYwNDc0OF5BMl5BanBnXkFtZTcwOTg2NDg1Nw@@._V1._SX100_SY140_.jpg
Aya,female,NA,NA,NA
Barra,female,NA,NA,NA
Bathhouse Prostitute,female,NA,NA,NA
Beggar Woman,female,NA,NA,NA
Bernadette,female,NA,NA,NA
Bianca,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BYWJhYjcxYzgtMDlhZi00OGNhLWE0NzAtMWFhMDJlYTZmYzY2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Braavosi Madam,female,NA,NA,NA
Braavosi Woman #1,female,NA,NA,NA
Braavosi Woman #2,female,NA,NA,NA
Brea,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzc4MjE3N15BMl5BanBnXkFtZTgwMDg0Njc5NTE@._V1._SX100_SY140_.jpg
Brienne of Tarth,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNDY4NzgzOV5BMl5BanBnXkFtZTcwNDM5ODg4OQ@@._V1._SX100_SY140_.jpg
Brothel Child #1,female,NA,NA,NA
Brothel Child #2,female,NA,NA,NA
Captain's Daughter,female,NA,NA,NA
Catelyn Stark,female,Stark,Black Walder Rivers,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2ODc4MTkxMV5BMl5BanBnXkFtZTcwNjM3MTg4OQ@@._V1._SX100_SY140_.jpg
Cersei Lannister,female,Lannister,Roof collapse,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNTAxNjExMl5BMl5BanBnXkFtZTcwMDEwNzI4OQ@@._V1._CR954,56,605,670._SX100_SY140_.jpg"
Chella,female,NA,NA,NA
Clea,female,NA,NA,NA
Craster's Wife,female,NA,NA,NA
Craster's Wife #2,female,NA,NA,NA
Craster's Wife #3,female,NA,NA,NA
Craster's Younger Wife,female,NA,NA,NA
Daenerys Targaryen,female,Targaryen,Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzIxMTQwMF5BMl5BanBnXkFtZTcwMzY2NDg1Nw@@._V1._SX100_SY140_.jpg
Daisy,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMDk2ODRhNzItOGZhNi00YTUyLThkMzctMDQ2Zjg5MzY1NTI2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Doreah,female,NA,Daenerys Targaryen,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNWJmNzYtZjFhYy00NmI5LWFkOWUtOWQ0ZjUzZDYwYjM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Dothraki Crone,female,NA,NA,NA
Dothraki Widow #1,female,NA,NA,NA
Dothraki Widow #2,female,NA,NA,NA
Dothraki Woman Having Sex,female,NA,NA,NA
Eleanor,female,NA,NA,NA
Eleanor's Daughter,female,NA,NA,NA
Ellaria Sand,female,Martell,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ0ZDE5NDUtNDVmZi00ZTI5LTkyOTgtNDhiNjMwZjY3ZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Farmer's Daughter,female,NA,NA,NA
Frances,female,NA,NA,NA
Genna,female,NA,NA,NA
Ghita,female,NA,NA,NA
Gilly,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTQxMTA3MF5BMl5BanBnXkFtZTcwODM5NDk4OQ@@._V1._SX100_SY140_.jpg
Handmaid,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUwMjczOGQtZjRmOC00NmIyLWE1YmMtZmE2OGEzNzY2Mjg4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Handmaid,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUwMjczOGQtZjRmOC00NmIyLWE1YmMtZmE2OGEzNzY2Mjg4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
High Priestess,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MzQxOTMwM15BMl5BanBnXkFtZTgwMzkwMzg4ODE@._V1._SX100_SY140_.jpg
Inn Waitress,female,NA,NA,NA
Innkeeper's Daughter,female,NA,NA,NA
Irri,female,NA,Doreah,https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y0ZmNiMjItNzVmNi00MGEyLWFhMTUtZDZkYTBmZjFiZDY1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Jhiqui,female,NA,NA,NA
Johnna,female,NA,NA,NA
Joyeuse Erenford,female,NA,Catelyn Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MTU5NDQzM15BMl5BanBnXkFtZTcwNjQxNDM2OQ@@._V1._SX100_SY140_.jpg
Karsi,female,NA,Pack of Wights,https://images-na.ssl-images-amazon.com/images/M/MV5BMjcxZWVjZTMtZTBhOS00ZjM5LTkxOTctNzdkMmU2ZTIzYzU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Kayla,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZmJhNmU5NGItMmUwNC00NDgxLThlYWMtMzc0NTQ4YmZiMDIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
King's Landing Whore,female,NA,NA,NA
Kinvara,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZGNkYWZlZmYtM2Y4Yi00YmJjLTk1OTktNDc0YmMxODY5ZTI2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Kitty Frey,female,Frey,NA,NA
Lady,female,Stark,Eddard Stark,NA
Lady Crane,female,NA,The Waif,https://images-na.ssl-images-amazon.com/images/M/MV5BZTUyOTFlNjgtYzJjYS00MDY5LWJhMDQtYTJiZThjOTlmNTg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Leaf,female,NA,Wights,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Lhara,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBjZDY4M2YtOWU1ZC00NTA2LWI4ODItYWZjYjlhMWY5NDhmL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Lollys Stokeworth,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Lyanna Mormont,female,Mormont,Wun Wun,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Lyanna Stark,female,Stark,Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Lysa Arryn,female,Arryn,Petyr Baelish,https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Maggy,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ4ZTIyNjYtZWZlZS00MTVjLTgxZTEtMWYyM2RhMzcwYzc4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Marei,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BYTZkM2M5OWItNjQ1NC00MDcyLWIwYjItODBhZmI5NWYxMDVlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Margaery Tyrell,female,Tyrell,Cersei Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODQ1MDg3NV5BMl5BanBnXkFtZTcwODA4NDk4OQ@@._V1._SX100_SY140_.jpg
Margaery Tyrell Mummer,female,NA,NA,NA
Margaery's Handmaiden,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NjcwMzAzN15BMl5BanBnXkFtZTcwNzgxNTcyOQ@@._V1._SX100_SY140_.jpg
Meera Reed,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTQwNjI5OF5BMl5BanBnXkFtZTcwOTcyMTEwOQ@@._V1._SX100_SY140_.jpg
Meereenese Homeless Mother,female,NA,NA,NA
Melara Hetherspoon,female,NA,NA,NA
Melessa Tarly,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BN2U0YmU1Y2EtNTNkOS00MzIxLWI3OTgtNjUwNGY4YTNiNWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Melisandre,female,NA,Old Age,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjI5NjQ2OV5BMl5BanBnXkFtZTcwODI4NDk4OQ@@._V1._SX100_SY140_.jpg
Merry Frey,female,NA,NA,NA
Mhaegen,female,NA,NA,NA
Mirelle,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMDFlYzUxNTktYjRiOC00NmM1LTg1OTYtOWMzZTlmOGI0MWE4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Mirri Maz Duur,female,NA,Daenerys Targaryen,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiMzM4ZTAtZDhkMy00OTI3LTkxNzgtMTVjNmU5YTEyYTVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Missandei,female,NA,Gregor Clegane,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5OTI0OTA0OV5BMl5BanBnXkFtZTcwODczOTAzOQ@@._V1._SX100_SY140_.jpg
Mole's Town Madam,female,NA,NA,NA
Mole's Town Whore,female,NA,NA,NA
Morag,female,NA,NA,NA
Moro's Wife #1,female,NA,NA,NA
Moro's Wife #2,female,NA,NA,NA
Myranda,female,NA,Theon Greyjoy,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJjYTdiNjgtM2JmMC00ZmUxLWE1MzMtZWRiMzcwODZmNDE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Myrcella Baratheon,female,Baratheon,Ellaria Sand,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4OTA1MTIxMzdeQTJeQWpwZ15BbWU3MDY2NjQ4NTc@._V1._SX100_SY140_.jpg
Nymeria,female,Stark,NA,NA
Nymeria Sand,female,Martell,Euron Greyjoy,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Obara Sand,female,Martell,Euron Greyjoy,https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Old Nan,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZTEzZmMxMzQtYzA4OC00YjI3LTg3Y2QtNjNhMjE2MDMxZDZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Old Woman,female,NA,NA,NA
Old Woman Prisoner,female,NA,NA,NA
Olenna Tyrell,female,Tyrell,Jaime Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1._SX100_SY140_.jpg
Olly's Mother,female,NA,NA,NA
Ornela,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg
Osha,female,NA,Ramsay Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1._SX100_SY140_.jpg
Qartheen Woman,female,NA,NA,NA
Quaithe,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Red Priestess,female,NA,NA,NA
Red Priestess,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Ros,female,NA,Joffrey Baratheon,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1._SX100_SY140_.jpg
Roslin Frey,female,Frey,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Sansa Stark,female,Stark,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BNjAwMjE2NDExNF5BMl5BanBnXkFtZTcwODAwODg4OQ@@._V1._SX100_SY140_.jpg
Selyse Baratheon,female,Baratheon,Selyse Baratheon,https://images-na.ssl-images-amazon.com/images/M/MV5BZGZjNDA5YWUtZjE5OC00NGE2LWI3Y2UtOTQ1Yjg1MDc3MTk4L2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Septa Moelle,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ3NzIzMV5BMl5BanBnXkFtZTgwODczMjk5NTE@._V1._SX100_SY140_.jpg
Septa Mordane,female,NA,Lannister Guardsman,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5ZTY2MTEtYzZiNy00MGExLWI0MjctOTcxMjdlZmU3OWM5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Septa Scolera,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ3NzIzMV5BMl5BanBnXkFtZTgwODczMjk5NTE@._V1._SX100_SY140_.jpg
Septa Unella,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BYzUwNTlhNTktNDViMS00ZmJiLWJlMDMtNTUzZWU1ZTVjZTY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Shae,female,NA,Tyrion Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMTA0NTY5NF5BMl5BanBnXkFtZTcwNjk2ODg4OQ@@._V1._SX100_SY140_.jpg
Shireen Baratheon,female,Baratheon,Melisandre,https://images-na.ssl-images-amazon.com/images/M/MV5BZjUzNmYzZDktZGY4ZS00ZDA1LWE1MGItMDAwM2E1ZGVlODg1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Sissy,female,NA,NA,NA
Talisa Maegyr,female,NA,Lothar Frey,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MjY3ODA5OF5BMl5BanBnXkFtZTcwMTA3NDk4OQ@@._V1._SX100_SY140_.jpg
Talla Tarly,female,Tarly,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYTA2MWEtM2FjNS00MDNhLWIyMzMtODI0Mjg2Y2ZlODBiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Tansy,female,NA,NA,NA
Teela,female,NA,NA,NA
The Crone,female,NA,NA,NA
The Maiden,female,NA,NA,NA
The Mother,female,NA,NA,NA
The Mother of Dragons,female,NA,NA,NA
The Smith,female,NA,NA,NA
The Stranger,female,NA,NA,NA
The Waif,female,NA,Arya Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BMzlkNTU5NTYtNmY5OS00NTY2LTk2YWItODU0OTc0MTA5NDQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
The Waif's Disguise,female,NA,NA,NA
The Warrior,female,NA,NA,NA
Tyene Sand,female,Martell,Cersei Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Tyrell Lady,female,NA,NA,NA
Vala,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BYzdiYzllYjMtMGJmNC00NWIwLWIwMzEtOTM1Mjk4ZTkxZDM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Violet,female,NA,NA,NA
Volantene Whore #1,female,NA,NA,NA
Volantene Whore #2,female,NA,NA,NA
Volantene Whore #3,female,NA,NA,NA
Volantene Whore #4,female,NA,NA,NA
Volantene Whore #5,female,NA,NA,NA
Walda Bolton,female,Bolton,Ramsay Snow's Hounds,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Whore,female,NA,NA,NA
Whore #1,female,NA,NA,NA
Whore #2,female,NA,NA,NA
Whore #3,female,NA,NA,NA
Whore #4,female,NA,NA,NA
Whore #5,female,NA,NA,NA
Whore #6,female,NA,NA,NA
Wight Wildling Girl,female,NA,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg
Willa,female,NA,NA,NA
Yara Greyjoy,female,Greyjoy,NA,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1._SX100_SY140_.jpg
Ygritte,female,NA,Olly,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1._SX100_SY140_.jpg
Young Cersei Lannister,female,Lannister,NA,NA
Young Lyanna Stark,female,Stark,NA,NA
Young Nan,female,NA,NA,NA
Yunkai'i Whore,female,NA,NA,NA
