sceneStart,sceneEnd,location,subLocation,episodeId,duration,nbc,sceneId,nbdeath
0:03:34,0:08:24,Meereen,NA,48,290,4,1971,0
0:08:24,0:08:53,Meereen,NA,48,29,1,1972,0
0:08:53,0:09:44,The Crownlands,King's Landing,48,51,2,1973,0
0:09:44,0:09:59,Braavos,NA,48,15,2,1974,0
0:09:59,0:10:30,Braavos,NA,48,31,2,1975,0
0:10:30,0:10:57,Braavos,NA,48,27,2,1976,0
0:10:57,0:12:48,Braavos,NA,48,111,3,1977,0
0:12:48,0:14:20,Braavos,NA,48,92,2,1978,0
0:14:20,0:14:42,Braavos,NA,48,22,2,1979,0
0:14:42,0:17:04,The Crownlands,King's Landing,48,142,2,1980,0
0:17:04,0:17:29,The Crownlands,King's Landing,48,25,3,1981,0
0:17:29,0:20:19,The North,Winterfell,48,170,2,1982,0
0:20:19,0:21:25,The North,Winterfell,48,66,2,1983,0
0:21:25,0:26:40,Meereen,NA,48,315,2,1984,0
0:26:40,0:26:52,Meereen,NA,48,12,1,1985,0
0:26:52,0:27:35,Meereen,NA,48,43,2,1986,0
0:27:35,0:28:30,The Crownlands,King's Landing,48,55,2,1987,0
0:28:30,0:28:48,The Crownlands,King's Landing,48,18,1,1988,0
0:28:48,0:29:36,The Wall,Castle Black,48,48,2,1989,0
0:29:36,0:30:07,The Wall,Castle Black,48,31,3,1990,0
0:30:07,0:31:50,The Wall,Castle Black,48,103,2,1991,0
0:31:50,0:32:27,North of the Wall,Hardhome,48,37,3,1992,0
0:32:27,0:33:25,North of the Wall,Hardhome,48,58,4,1993,0
0:33:25,0:34:59,North of the Wall,Hardhome,48,94,5,1994,1
0:34:59,0:35:12,North of the Wall,Hardhome,48,13,4,1995,0
0:35:12,0:41:32,North of the Wall,Hardhome,48,380,7,1996,0
0:41:32,0:43:03,North of the Wall,Hardhome,48,91,5,1997,0
0:43:03,0:43:35,North of the Wall,Hardhome,48,32,2,1998,0
0:43:35,0:44:50,North of the Wall,Hardhome,48,75,4,1999,0
0:44:58,0:45:20,North of the Wall,Hardhome,48,22,3,2000,0
0:45:20,0:46:09,North of the Wall,Hardhome,48,49,1,2001,0
0:46:18,0:46:27,North of the Wall,Hardhome,48,9,2,2002,0
0:46:36,0:47:02,North of the Wall,Hardhome,48,26,2,2003,0
0:47:20,0:47:23,North of the Wall,Hardhome,48,3,1,2004,0
0:47:23,0:47:30,North of the Wall,Hardhome,48,7,1,2005,0
0:47:30,0:48:28,North of the Wall,Hardhome,48,58,4,2006,0
0:49:31,0:49:56,North of the Wall,Hardhome,48,25,2,2007,0
0:49:56,0:51:28,North of the Wall,Hardhome,48,92,6,2008,0
0:51:28,0:52:11,North of the Wall,Hardhome,48,43,3,2009,1
0:52:11,0:53:34,North of the Wall,Hardhome,48,83,2,2010,1
0:53:34,0:53:52,North of the Wall,Hardhome,48,18,2,2011,0
0:53:52,0:54:52,North of the Wall,Hardhome,48,60,3,2012,1
0:54:52,0:55:59,North of the Wall,Hardhome,48,67,4,2013,0
0:56:09,0:56:33,North of the Wall,Hardhome,48,24,4,2014,0
0:56:33,0:56:39,North of the Wall,Hardhome,48,6,1,2015,0
0:56:39,0:57:32,North of the Wall,Hardhome,48,53,4,2016,0
0:57:32,0:57:45,North of the Wall,Hardhome,48,13,3,2017,0
0:57:51,0:58:09,North of the Wall,Hardhome,48,18,4,2018,0
0:58:09,0:58:50,North of the Wall,Hardhome,48,41,3,2019,0
0:58:50,0:59:27,North of the Wall,Hardhome,48,37,2,2020,0
0:59:27,0:59:37,North of the Wall,Hardhome,48,10,1,2021,1
0:59:37,1:00:15,North of the Wall,Hardhome,48,38,2,2022,0
0:04:37,0:05:02,The North,Stannis Baratheon's Camp,49,25,1,2023,0
0:05:17,0:05:23,The North,Stannis Baratheon's Camp,49,6,1,2024,0
0:05:23,0:06:13,The North,Stannis Baratheon's Camp,49,50,2,2025,0
0:06:13,0:06:38,The North,Stannis Baratheon's Camp,49,25,4,2026,0
0:06:38,0:07:21,North of the Wall,The Wall,49,43,6,2027,0
0:07:21,0:07:29,The Wall,Castle Black,49,8,1,2028,0
0:07:29,0:07:41,North of the Wall,The Wall,49,12,6,2029,0
0:07:41,0:07:48,The Wall,Castle Black,49,7,1,2030,0
0:07:48,0:07:52,North of the Wall,The Wall,49,4,1,2031,0
0:07:52,0:08:01,The Wall,Castle Black,49,9,1,2032,0
0:08:01,0:08:12,North of the Wall,The Wall,49,11,2,2033,0
0:08:12,0:08:47,The Wall,Castle Black,49,35,5,2034,0
0:08:47,0:09:17,The Wall,Castle Black,49,30,6,2035,0
0:09:17,0:09:26,The Wall,Castle Black,49,9,3,2036,0
0:09:26,0:09:53,The Wall,Castle Black,49,27,4,2037,0
0:09:53,0:11:22,The North,Stannis Baratheon's Camp,49,89,2,2038,0
0:11:22,0:11:43,The North,Stannis Baratheon's Camp,49,21,1,2039,0
0:11:43,0:13:38,The North,Stannis Baratheon's Camp,49,115,2,2040,0
0:13:38,0:16:40,Dorne,The Water Gardens,49,182,6,2041,0
0:16:40,0:17:22,Dorne,The Water Gardens,49,42,5,2042,0
0:17:22,0:18:17,Dorne,The Water Gardens,49,55,4,2043,0
0:18:17,0:18:48,Dorne,The Water Gardens,49,31,5,2044,0
0:18:48,0:19:31,Dorne,The Water Gardens,49,43,6,2045,0
0:19:31,0:19:53,Braavos,NA,49,22,2,2046,0
0:19:53,0:20:47,Braavos,NA,49,54,2,2047,0
0:20:47,0:21:08,Braavos,NA,49,21,4,2048,0
0:21:08,0:21:48,Braavos,NA,49,40,4,2049,0
0:21:48,0:22:37,Braavos,NA,49,49,4,2050,0
0:22:37,0:23:08,Braavos,NA,49,31,4,2051,0
0:23:08,0:23:39,Braavos,NA,49,31,4,2052,0
0:23:39,0:24:21,Braavos,NA,49,42,5,2053,0
0:24:21,0:27:03,Braavos,NA,49,162,9,2054,0
0:27:03,0:27:57,Braavos,NA,49,54,2,2055,0
0:27:57,0:28:57,Dorne,The Water Gardens,49,60,6,2056,0
0:28:57,0:30:43,Dorne,The Water Gardens,49,106,2,2057,0
0:30:43,0:33:36,The North,Stannis Baratheon's Camp,49,173,2,2058,0
0:33:36,0:36:42,The North,Stannis Baratheon's Camp,49,186,4,2059,1
0:37:02,0:37:30,Meereen,NA,49,28,5,2060,0
0:37:30,0:38:58,Meereen,NA,49,88,6,2061,0
0:38:58,0:41:31,Meereen,NA,49,153,5,2062,0
0:41:31,0:42:20,Meereen,NA,49,49,6,2063,0
0:42:20,0:46:54,Meereen,NA,49,274,6,2064,0
0:47:04,0:48:12,Meereen,NA,49,68,6,2065,1
0:48:12,0:50:23,Meereen,NA,49,131,5,2066,0
0:50:23,0:51:56,Meereen,NA,49,93,6,2067,0
0:51:56,0:52:10,Meereen,NA,49,14,2,2068,0
0:52:10,0:52:55,Meereen,NA,49,45,6,2069,0
0:52:55,0:53:10,Meereen,NA,49,15,2,2070,0
0:53:10,0:53:25,Meereen,NA,49,15,6,2071,0
0:05:10,0:05:25,The North,Stannis Baratheon's Camp,50,15,1,2072,0
0:05:25,0:05:54,The North,Stannis Baratheon's Camp,50,29,2,2073,0
0:05:54,0:06:37,The North,Stannis Baratheon's Camp,50,43,3,2074,0
0:06:37,0:06:50,The North,Stannis Baratheon's Camp,50,13,4,2075,0
0:06:50,0:07:56,The North,Stannis Baratheon's Camp,50,66,5,2076,1
0:07:56,0:11:39,The Wall,Castle Black,50,223,2,2077,0
0:11:39,0:12:08,The Wall,Castle Black,50,29,4,2078,0
0:12:08,0:12:46,The North,Outside Winterfell,50,38,2,2079,0
0:13:02,0:13:30,The North,Winterfell,50,28,1,2080,0
0:13:30,0:13:47,The North,Outside Winterfell,50,17,1,2081,0
0:13:47,0:14:15,The North,Outside Winterfell,50,28,2,2082,0
0:14:15,0:14:25,The North,Winterfell,50,10,1,2083,0
0:14:25,0:14:46,The North,Outside Winterfell,50,21,2,2084,0
0:14:46,0:15:13,The North,Outside Winterfell,50,27,2,2085,0
0:15:13,0:15:31,The North,Outside Winterfell,50,18,1,2086,0
0:15:31,0:15:41,The North,Winterfell,50,10,1,2087,0
0:15:41,0:15:59,The North,Outside Winterfell,50,18,2,2088,0
0:16:11,0:16:15,The North,Winterfell,50,4,1,2089,0
0:16:20,0:16:25,The North,Winterfell,50,5,1,2090,0
0:16:25,0:17:08,The North,The Wolfswood,50,43,2,2091,1
0:17:08,0:17:29,The North,The Wolfswood,50,21,3,2092,2
0:17:29,0:17:57,The North,The Wolfswood,50,28,1,2093,0
0:17:57,0:19:28,The North,The Wolfswood,50,91,2,2094,1
0:19:28,0:20:13,The North,Outside Winterfell,50,45,1,2095,0
0:20:20,0:20:40,The North,Winterfell,50,20,1,2096,0
0:20:40,0:22:10,The North,Winterfell,50,90,3,2097,1
0:22:16,0:22:50,The North,Winterfell,50,34,2,2098,0
0:22:50,0:24:06,Braavos,NA,50,76,4,2099,0
0:24:06,0:24:28,Braavos,NA,50,22,2,2100,0
0:24:28,0:26:05,Braavos,NA,50,97,2,2101,1
0:26:05,0:26:42,Braavos,NA,50,37,1,2102,0
0:26:42,0:27:41,Braavos,NA,50,59,3,2103,1
0:27:41,0:28:55,Braavos,NA,50,74,2,2104,0
0:28:55,0:29:58,Dorne,NA,50,63,10,2105,0
0:29:58,0:33:07,Dorne,NA,50,189,2,2106,1
0:33:07,0:33:57,Dorne,NA,50,50,4,2107,0
0:34:03,0:34:54,Meereen,NA,50,51,3,2108,0
0:34:54,0:38:16,Meereen,NA,50,202,5,2109,0
0:38:16,0:38:34,Meereen,NA,50,18,3,2110,0
0:38:34,0:40:01,Meereen,NA,50,87,2,2111,0
0:40:01,0:41:58,The Dothraki Sea,NA,50,117,2,2112,0
0:41:58,0:43:55,The Dothraki Sea,NA,50,117,1,2113,0
0:43:55,0:44:37,The Crownlands,King's Landing,50,42,2,2114,0
0:44:37,0:48:04,The Crownlands,King's Landing,50,207,2,2115,0
0:48:04,0:49:48,The Crownlands,King's Landing,50,104,4,2116,0
0:49:48,0:50:01,The Crownlands,King's Landing,50,13,1,2117,0
0:50:01,0:52:04,The Crownlands,King's Landing,50,123,5,2118,0
0:52:04,0:53:50,The Crownlands,King's Landing,50,106,6,2119,0
0:53:50,0:56:02,The Crownlands,King's Landing,50,132,2,2120,0
0:56:02,0:56:40,The Crownlands,King's Landing,50,38,4,2121,0
0:56:40,0:57:12,The Crownlands,King's Landing,50,32,5,2122,0
0:57:12,0:57:36,The Wall,Castle Black,50,24,2,2123,0
0:57:36,0:58:21,The Wall,Castle Black,50,45,3,2124,0
0:58:21,0:59:00,The Wall,Castle Black,50,39,1,2125,0
0:59:00,0:59:17,The Wall,Castle Black,50,17,2,2126,0
0:59:17,0:59:34,The Wall,Castle Black,50,17,3,2127,0
0:59:34,1:01:29,The Wall,Castle Black,50,115,5,2128,0
1:01:29,1:02:01,The Wall,Castle Black,50,32,1,2129,1
0:07:04,0:08:03,The Wall,Castle Black,51,59,1,2130,1
0:08:03,0:08:09,The Wall,Castle Black,51,6,1,2131,0
0:08:09,0:08:48,The Wall,Castle Black,51,39,2,2132,1
0:08:48,0:09:17,The Wall,Castle Black,51,29,5,2133,1
0:09:17,0:10:33,The Wall,Castle Black,51,76,5,2134,1
0:10:33,0:11:36,The Wall,Castle Black,51,63,5,2135,1
0:11:36,0:13:33,The Wall,Castle Black,51,117,6,2136,0
0:13:33,0:14:41,The Wall,Castle Black,51,68,6,2137,1
0:14:47,0:16:03,The North,Winterfell,51,76,3,2138,1
0:16:03,0:17:28,The North,Winterfell,51,85,2,2139,0
0:17:28,0:19:57,The North,The Wolfswood,51,149,2,2140,0
0:19:57,0:20:52,The North,The Wolfswood,51,55,4,2141,0
0:20:52,0:22:42,The North,The Wolfswood,51,110,6,2142,2
0:22:42,0:24:12,The North,The Wolfswood,51,90,4,2143,0
0:24:27,0:24:47,The Crownlands,King's Landing,51,20,1,2144,0
0:24:47,0:24:59,The Crownlands,King's Landing,51,12,2,2145,0
0:24:59,0:25:51,The Crownlands,King's Landing,51,52,3,2146,0
0:25:51,0:28:40,The Crownlands,King's Landing,51,169,2,2147,0
0:28:40,0:29:19,The Crownlands,King's Landing,51,39,2,2148,0
0:29:19,0:29:29,The Crownlands,King's Landing,51,10,3,2149,0
0:29:29,0:30:44,The Crownlands,King's Landing,51,75,2,2150,0
0:30:44,0:31:26,Dorne,The Water Gardens,51,42,4,2151,0
0:31:26,0:32:06,Dorne,The Water Gardens,51,40,5,2152,2
0:32:06,0:32:59,Dorne,The Water Gardens,51,53,3,2153,1
0:32:59,0:34:09,The Crownlands,Blackwater Bay,51,70,3,2154,1
0:34:09,0:34:44,Meereen,NA,51,35,2,2155,0
0:34:44,0:35:22,Meereen,NA,51,38,3,2156,0
0:35:22,0:36:00,Meereen,NA,51,38,2,2157,0
0:36:00,0:36:31,Meereen,NA,51,31,3,2158,0
0:36:31,0:37:42,Meereen,NA,51,71,2,2159,0
0:37:48,0:40:39,The Dothraki Sea,NA,51,171,2,2160,0
0:40:51,0:42:08,The Dothraki Sea,NA,51,77,3,2161,0
0:42:27,0:42:48,The Dothraki Sea,NA,51,21,3,2162,0
0:42:48,0:46:28,The Dothraki Sea,NA,51,220,8,2163,0
0:46:28,0:47:32,Braavos,NA,51,64,1,2164,0
0:47:32,0:48:46,Braavos,NA,51,74,2,2165,0
0:48:46,0:50:28,The Wall,Castle Black,51,102,8,2166,1
0:50:28,0:51:04,The Wall,Castle Black,51,36,5,2167,1
0:51:04,0:53:45,The Wall,Castle Black,51,161,1,2168,0
0:04:53,0:05:24,North of the Wall,The Three-Eyed Raven,52,31,2,2169,0
0:05:24,0:06:05,The North,Winterfell,52,41,5,2170,0
0:06:05,0:06:37,The North,Winterfell,52,32,6,2171,0
0:06:37,0:07:07,The North,Winterfell,52,30,6,2172,0
0:07:07,0:07:29,The North,Winterfell,52,22,7,2173,0
0:07:29,0:08:07,North of the Wall,The Three-Eyed Raven,52,38,3,2174,0
0:08:07,0:08:32,North of the Wall,The Three-Eyed Raven,52,25,2,2175,0
0:08:32,0:09:45,North of the Wall,The Three-Eyed Raven,52,73,3,2176,0
0:09:45,0:10:27,North of the Wall,The Three-Eyed Raven,52,42,2,2177,0
0:10:40,0:12:02,The Wall,Castle Black,52,82,9,2178,1
0:12:02,0:13:03,The Wall,Castle Black,52,61,5,2179,0
0:13:03,0:13:39,The Wall,Castle Black,52,36,5,2180,0
0:13:39,0:14:10,The Wall,Castle Black,52,31,4,2181,1
0:14:10,0:14:19,The Wall,Castle Black,52,9,3,2182,1
0:14:19,0:14:56,The Crownlands,King's Landing,52,37,1,2183,0
0:14:56,0:15:30,The Crownlands,King's Landing,52,34,2,2184,1
0:15:30,0:15:43,The Crownlands,King's Landing,52,13,1,2185,0
0:15:43,0:16:04,The Crownlands,King's Landing,52,21,2,2186,0
0:16:04,0:17:00,The Crownlands,King's Landing,52,56,3,2187,0
0:17:00,0:18:36,The Crownlands,King's Landing,52,96,3,2188,1
0:18:36,0:19:13,The Crownlands,King's Landing,52,37,4,2189,1
0:19:13,0:21:44,The Crownlands,King's Landing,52,151,3,2190,1
0:21:44,0:23:45,The Crownlands,King's Landing,52,121,2,2191,0
0:23:45,0:26:04,Meereen,NA,52,139,4,2192,0
0:26:04,0:27:03,Meereen,NA,52,59,2,2193,0
0:27:03,0:29:35,Meereen,NA,52,152,3,2194,0
0:29:35,0:29:56,Meereen,NA,52,21,2,2195,0
0:29:56,0:30:33,Braavos,NA,52,37,2,2196,0
0:30:33,0:30:48,Braavos,NA,52,15,1,2197,0
0:30:48,0:31:53,Braavos,NA,52,65,2,2198,0
0:31:53,0:33:25,The North,Winterfell,52,92,3,2199,0
0:33:25,0:35:38,The North,Winterfell,52,133,4,2200,1
0:35:38,0:38:30,The North,Winterfell,52,172,3,2201,2
0:38:30,0:38:50,The North,The Wolfswood,52,20,4,2202,0
0:38:50,0:39:30,The North,The Wolfswood,52,40,2,2203,0
0:39:30,0:41:26,The North,The Wolfswood,52,116,4,2204,0
0:41:26,0:43:04,The Iron Islands,Pyke,52,98,2,2205,0
0:43:04,0:45:39,The Iron Islands,Pyke,52,155,3,2206,1
0:45:39,0:47:06,The Iron Islands,Pyke,52,87,3,2207,1
0:47:06,0:49:45,The Wall,Castle Black,52,159,2,2208,0
0:49:45,0:54:07,The Wall,Castle Black,52,262,6,2209,1
0:54:07,0:54:21,The Wall,Castle Black,52,14,5,2210,1
0:54:21,0:54:57,The Wall,Castle Black,52,36,3,2211,1
0:54:57,0:55:18,The Wall,Castle Black,52,21,2,2212,0
0:05:24,0:06:33,The Wall,Castle Black,53,69,3,2213,0
0:06:33,0:08:05,The Wall,Castle Black,53,92,3,2214,0
0:08:05,0:09:20,The Wall,Castle Black,53,75,2,2215,0
0:09:20,0:11:15,The Wall,Castle Black,53,115,4,2216,0
0:11:15,0:15:04,The Reach,To Horn Hill,53,229,3,2217,0
0:15:04,0:17:49,Dorne,Tower of Joy,53,165,6,2218,1
0:17:49,0:19:50,Dorne,Tower of Joy,53,121,5,2219,1
0:19:50,0:20:27,Dorne,Tower of Joy,53,37,4,2220,0
0:20:27,0:21:37,North of the Wall,The Three-Eyed Raven,53,70,3,2221,0
0:21:37,0:22:34,Vaes Dothrak,NA,53,57,3,2222,0
0:22:34,0:22:45,Vaes Dothrak,NA,53,11,4,2223,0
0:22:45,0:23:06,Vaes Dothrak,NA,53,21,4,2224,0
0:23:06,0:25:21,Vaes Dothrak,NA,53,135,5,2225,0
0:25:21,0:29:02,Meereen,NA,53,221,2,2226,0
0:29:02,0:31:12,Meereen,NA,53,130,3,2227,0
0:31:12,0:32:25,Meereen,NA,53,73,4,2228,0
0:32:25,0:33:30,The Crownlands,King's Landing,53,65,8,2229,0
0:33:30,0:33:50,The Crownlands,King's Landing,53,20,11,2230,0
0:33:50,0:35:09,The Crownlands,King's Landing,53,79,4,2231,0
0:35:09,0:35:22,The Crownlands,King's Landing,53,13,4,2232,0
0:35:22,0:37:18,The Crownlands,King's Landing,53,116,7,2233,0
0:37:18,0:37:33,The Crownlands,King's Landing,53,15,4,2234,0
0:37:33,0:41:21,The Crownlands,King's Landing,53,228,2,2235,0
0:41:21,0:43:22,Braavos,NA,53,121,2,2236,0
0:43:22,0:43:42,Braavos,NA,53,20,3,2237,0
0:43:42,0:44:28,Braavos,NA,53,46,2,2238,0
0:44:28,0:44:47,Braavos,NA,53,19,3,2239,0
0:44:47,0:46:21,Braavos,NA,53,94,2,2240,0
0:46:21,0:46:31,The North,Winterfell,53,10,1,2241,0
0:46:31,0:48:31,The North,Winterfell,53,120,3,2242,0
0:48:31,0:49:20,The North,Winterfell,53,49,5,2243,0
0:49:20,0:49:47,The North,Winterfell,53,27,6,2244,1
0:49:47,0:50:06,The Wall,Castle Black,53,19,2,2245,0
0:50:06,0:50:28,The Wall,Castle Black,53,22,5,2246,0
0:50:28,0:53:00,The Wall,Castle Black,53,152,9,2247,4
0:53:00,0:53:33,The Wall,Castle Black,53,33,7,2248,4
0:53:33,0:54:13,The Wall,Castle Black,53,40,2,2249,0
0:05:08,0:06:15,The Wall,Castle Black,54,67,2,2250,0
0:06:15,0:06:47,The Wall,Castle Black,54,32,4,2251,0
0:06:47,0:07:37,The Wall,Castle Black,54,50,6,2252,0
0:07:37,0:10:37,The Wall,Castle Black,54,180,2,2253,0
0:10:37,0:11:26,The Wall,Castle Black,54,49,2,2254,0
0:11:26,0:12:16,The Wall,Castle Black,54,50,3,2255,0
0:12:16,0:12:35,The Vale,Runestone,54,19,2,2256,0
0:12:39,0:15:20,The Vale,Runestone,54,161,3,2257,0
0:15:20,0:15:44,The Vale,Runestone,54,24,2,2258,0
0:15:44,0:15:53,The Vale,Runestone,54,9,3,2259,0
0:15:53,0:16:41,Meereen,NA,54,48,4,2260,0
0:16:41,0:19:31,Meereen,NA,54,170,7,2261,0
0:19:31,0:21:49,Meereen,NA,54,138,5,2262,0
0:21:49,0:22:57,Meereen,NA,54,68,3,2263,0
0:22:57,0:25:56,Vaes Dothrak,NA,54,179,2,2264,0
0:25:56,0:26:22,Vaes Dothrak,NA,54,26,4,2265,0
0:26:22,0:28:40,Vaes Dothrak,NA,54,138,4,2266,2
0:28:40,0:29:51,Vaes Dothrak,NA,54,71,5,2267,0
0:29:51,0:31:05,Vaes Dothrak,NA,54,74,4,2268,0
0:31:05,0:31:41,The Crownlands,King's Landing,54,36,2,2269,0
0:31:41,0:32:02,The Crownlands,King's Landing,54,21,3,2270,0
0:32:02,0:35:50,The Crownlands,King's Landing,54,228,2,2271,0
0:35:50,0:37:41,The Crownlands,King's Landing,54,111,2,2272,0
0:37:41,0:38:46,The Crownlands,King's Landing,54,65,3,2273,0
0:38:46,0:40:57,The Crownlands,King's Landing,54,131,2,2274,0
0:40:57,0:43:33,The Crownlands,King's Landing,54,156,4,2275,0
0:43:33,0:44:06,The Iron Islands,Pyke,54,33,1,2276,0
0:44:06,0:46:39,The Iron Islands,Pyke,54,153,2,2277,0
0:46:39,0:50:01,The North,Winterfell,54,202,2,2278,1
0:50:11,0:51:00,The Wall,Castle Black,54,49,6,2279,0
0:51:00,0:51:17,The Wall,Castle Black,54,17,7,2280,0
0:51:17,0:53:55,The Wall,Castle Black,54,158,6,2281,0
0:53:55,0:54:30,Vaes Dothrak,NA,54,35,7,2282,0
0:54:40,0:54:46,Vaes Dothrak,NA,54,6,10,2283,0
0:54:46,0:58:15,Vaes Dothrak,NA,54,209,8,2284,0
0:58:15,0:58:23,Vaes Dothrak,NA,54,8,2,2285,0
0:58:23,0:58:39,Vaes Dothrak,NA,54,16,8,2286,7
0:58:39,0:59:08,Vaes Dothrak,NA,54,29,3,2287,0
0:59:08,0:59:19,Vaes Dothrak,NA,54,11,3,2288,0
0:59:19,0:59:36,Vaes Dothrak,NA,54,17,1,2289,0
0:59:36,0:59:40,Vaes Dothrak,NA,54,4,1,2290,0
0:59:40,0:59:43,Vaes Dothrak,NA,54,3,1,2291,0
0:59:43,0:59:54,Vaes Dothrak,NA,54,11,3,2292,0
0:59:54,1:00:33,Vaes Dothrak,NA,54,39,3,2293,0
0:05:13,0:05:44,The Wall,Castle Black,55,31,1,2294,0
0:05:44,0:09:58,The Wall,Mole's Town,55,254,3,2295,0
0:09:58,0:11:27,Braavos,NA,55,89,2,2296,0
0:11:27,0:11:36,Braavos,NA,55,9,3,2297,0
0:11:36,0:13:20,Braavos,NA,55,104,2,2298,0
0:13:20,0:17:09,Braavos,NA,55,229,19,2299,0
0:17:09,0:18:05,Braavos,NA,55,56,8,2300,0
0:18:05,0:19:12,Braavos,NA,55,67,2,2301,0
0:19:12,0:19:22,North of the Wall,The Three-Eyed Raven,55,10,1,2302,0
0:19:22,0:19:32,North of the Wall,The Lands of Always Winter,55,10,2,2303,0
0:19:32,0:19:35,North of the Wall,The Three-Eyed Raven,55,3,1,2304,0
0:19:35,0:19:41,North of the Wall,The Lands of Always Winter,55,6,3,2305,0
0:19:41,0:19:43,North of the Wall,The Three-Eyed Raven,55,2,1,2306,0
0:19:43,0:19:49,North of the Wall,The Lands of Always Winter,55,6,3,2307,0
0:19:49,0:19:54,North of the Wall,The Three-Eyed Raven,55,5,1,2308,0
0:19:54,0:20:15,North of the Wall,The Lands of Always Winter,55,21,4,2309,0
0:20:15,0:20:17,North of the Wall,The Three-Eyed Raven,55,2,1,2310,0
0:20:17,0:20:37,North of the Wall,The Lands of Always Winter,55,20,4,2311,0
0:20:37,0:21:12,North of the Wall,The Three-Eyed Raven,55,35,3,2312,0
0:21:12,0:23:40,The Iron Islands,Pyke,55,148,6,2313,0
0:23:40,0:26:52,The Iron Islands,Pyke,55,192,7,2314,0
0:26:52,0:27:00,The Iron Islands,Pyke,55,8,2,2315,0
0:27:00,0:27:05,The Iron Islands,Pyke,55,5,2,2316,0
0:27:05,0:27:09,The Iron Islands,Pyke,55,4,2,2317,0
0:27:09,0:27:22,The Iron Islands,Pyke,55,13,2,2318,0
0:27:22,0:27:29,The Iron Islands,Pyke,55,7,2,2319,0
0:27:29,0:27:32,The Iron Islands,Pyke,55,3,2,2320,0
0:27:32,0:27:43,The Iron Islands,Pyke,55,11,2,2321,1
0:27:43,0:27:48,The Iron Islands,Pyke,55,5,2,2322,0
0:27:48,0:29:26,The Iron Islands,Pyke,55,98,2,2323,0
0:29:26,0:30:12,The Iron Islands,Pyke,55,46,2,2324,0
0:30:12,0:32:52,Vaes Dothrak,NA,55,160,3,2325,0
0:32:52,0:33:24,Vaes Dothrak,NA,55,32,3,2326,0
0:33:24,0:34:33,Meereen,NA,55,69,4,2327,0
0:34:33,0:39:07,Meereen,NA,55,274,4,2328,0
0:39:07,0:40:10,North of the Wall,The Three-Eyed Raven,55,63,5,2329,0
0:40:10,0:42:04,North of the Wall,The Lands of Always Winter,55,114,1,2330,0
0:42:04,0:42:26,North of the Wall,The Lands of Always Winter,55,22,3,2331,0
0:42:26,0:43:14,North of the Wall,The Three-Eyed Raven,55,48,6,2332,0
0:43:14,0:45:45,The Wall,Castle Black,55,151,7,2333,0
0:45:45,0:46:58,The Wall,Castle Black,55,73,2,2334,0
0:46:58,0:47:33,The Wall,Castle Black,55,35,4,2335,0
0:47:33,0:48:06,The Wall,Castle Black,55,33,4,2336,0
0:48:06,0:48:27,The Wall,Castle Black,55,21,6,2337,0
0:48:27,0:48:51,The Wall,Castle Black,55,24,2,2338,0
0:48:51,0:49:43,North of the Wall,The Three-Eyed Raven,55,52,4,2339,0
0:49:43,0:50:28,North of the Wall,The Three-Eyed Raven,55,45,3,2340,0
0:50:28,0:50:33,North of the Wall,The Three-Eyed Raven,55,5,2,2341,0
0:50:33,0:50:44,North of the Wall,The Three-Eyed Raven,55,11,3,2342,0
0:50:44,0:50:57,The North,Winterfell,55,13,5,2343,0
0:50:57,0:51:06,North of the Wall,The Three-Eyed Raven,55,9,4,2344,0
0:51:06,0:52:09,North of the Wall,The Three-Eyed Raven,55,63,2,2345,0
0:52:09,0:52:16,North of the Wall,The Three-Eyed Raven,55,7,4,2346,0
0:52:16,0:52:31,The North,Winterfell,55,15,7,2347,0
0:52:31,0:53:21,North of the Wall,The Three-Eyed Raven,55,50,6,2348,0
0:53:21,0:53:26,The North,Winterfell,55,5,2,2349,0
0:53:26,0:53:31,North of the Wall,The Three-Eyed Raven,55,5,3,2350,0
0:53:31,0:53:45,The North,Winterfell,55,14,4,2351,0
0:53:45,0:54:27,North of the Wall,The Three-Eyed Raven,55,42,7,2352,1
0:54:27,0:54:33,North of the Wall,The Three-Eyed Raven,55,6,1,2353,1
0:54:33,0:54:46,North of the Wall,The Three-Eyed Raven,55,13,4,2354,0
0:54:46,0:55:06,North of the Wall,The Three-Eyed Raven,55,20,2,2355,0
0:55:06,0:55:10,The North,Winterfell,55,4,2,2356,0
0:55:11,0:55:12,North of the Wall,The Three-Eyed Raven,55,1,2,2357,0
0:55:12,0:55:15,The North,Winterfell,55,3,2,2358,0
0:55:15,0:55:16,North of the Wall,The Three-Eyed Raven,55,1,2,2359,0
0:55:16,0:55:20,The North,Winterfell,55,4,2,2360,1
0:55:20,0:55:43,North of the Wall,The Three-Eyed Raven,55,23,4,2361,0
0:55:43,0:56:05,North of the Wall,The Three-Eyed Raven,55,22,1,2362,1
0:56:05,0:56:52,North of the Wall,The Three-Eyed Raven,55,47,3,2363,0
0:56:52,0:57:07,The North,Winterfell,55,15,2,2364,0
0:57:07,0:57:20,North of the Wall,The Three-Eyed Raven,55,13,3,2365,0
0:57:20,0:57:29,The North,Winterfell,55,9,3,2366,0
0:57:29,0:57:35,North of the Wall,The Three-Eyed Raven,55,6,1,2367,0
0:57:35,0:57:44,The North,Winterfell,55,9,3,2368,0
0:57:44,0:58:14,North of the Wall,The Three-Eyed Raven,55,30,3,2369,0
